排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,CRO,BK0899,1900.69,101.75,5.66,878488240000,4.83,40,0,益诺思,20.0
2,肝素概念,BK0944,828.44,38.49,4.87,186746643000,2.57,13,0,双鹭药业,10.0
3,CAR-T细胞疗法,BK0986,1121.71,51.35,4.8,672185664000,4.45,23,2,益诺思,20.0
4,减肥药,BK1146,1231.33,51.81,4.39,992321056000,3.46,36,3,双鹭药业,10.0
5,DRG/DIP,BK1054,879.84,36.53,4.33,123487062000,3.72,16,2,佳缘科技,19.99
6,创新医疗服务,BK1658,880.67,36.51,4.33,1448420976000,3.16,75,4,益诺思,20.0
7,船舶制造,BK0729,1217.99,48.66,4.16,758864128000,1.91,12,3,中船防务,10.0
8,空间站概念,BK0994,2393.28,87.4,3.79,366919936000,6.3,15,5,华菱线缆,9.97
9,北斗导航,BK0629,6853.35,244.38,3.7,1410012064000,3.1,62,12,神剑股份,10.03
10,阿兹海默,BK0894,1825.89,62.57,3.55,238170021000,4.26,19,2,双鹭药业,10.0
11,AI制药（医疗）,BK1170,1256.23,42.21,3.48,647974128000,3.97,55,6,光正眼科,9.88
12,短剧互动游戏,BK1151,1147.05,38.19,3.44,520251376000,6.79,36,2,创维数字,10.03
13,卫星互联网,BK0921,2157.58,70.68,3.39,2946966480000,2.91,74,20,三维通信,10.05
14,昨日打二板以上表现,BK1645,6353.04,207.85,3.38,41565800000,11.84,2,0,恒尚节能,6.15
15,时空大数据,BK1130,1432.55,46.21,3.33,320978464000,5.0,23,4,中通国脉,10.03
16,超跌股,BK1671,631.16,20.33,3.33,661954992000,3.05,137,9,鑫汇科,29.94
17,快手概念,BK0972,1412.4,45.29,3.31,283139888000,7.8,31,2,三维通信,10.05
18,创新药,BK1106,1410.64,44.33,3.24,3749767824000,3.02,166,15,立方制药,9.98
19,重组蛋白,BK1063,930.19,29.1,3.23,241923560000,3.81,19,0,成都先导,7.23
20,肝炎概念,BK1078,1283.0,39.73,3.2,586338160000,4.29,52,5,哈药股份,10.13
21,航天航空,BK0480,55945.31,1717.1,3.17,1416532480000,3.56,47,8,中国卫星,10.0
22,昨日连板_含一字,BK1051,28033.81,839.99,3.09,190227495000,15.35,5,0,恒尚节能,6.15
23,AI语料,BK1172,966.38,28.15,3.0,402463296000,6.48,31,2,福石控股,19.17
24,租售同权,BK0822,598.84,17.46,3.0,284659936000,2.17,15,2,华发股份,7.86
