排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,转基因,BK0907,1627.7,117.7,7.79,166241496000,6.86,20,0,万向德农,10.01
2,粮食概念,BK1086,860.28,55.31,6.87,438955408000,5.89,33,3,新赛股份,10.07
3,昨日连板_含一字,BK1051,79580.92,4257.0,5.65,143553492000,21.04,15,3,海鸥住工,10.03
4,昨日连板,BK0816,36092.54,1904.13,5.57,91518616000,18.31,8,1,竞业达,9.98
5,农业种植,BK0888,2559.56,116.1,4.75,763021472000,5.37,75,7,新赛股份,10.07
6,托育服务,BK1074,958.35,42.95,4.69,28744140000,5.37,6,0,时代出版,10.06
7,退税商店,BK0933,1214.16,52.76,4.54,147007854000,1.99,12,0,茂业商业,10.08
8,昨日打二板以上表现,BK1645,20903.52,850.61,4.24,96586083000,15.03,7,3,海鸥住工,10.03
9,盲盒经济,BK0954,1433.09,56.55,4.11,129561426000,8.4,11,2,芒果超媒,20.02
10,水产概念,BK0967,942.96,33.17,3.65,325371264000,5.36,16,1,百洋股份,9.97
11,预制菜概念,BK1025,1112.3,33.01,3.06,611335136000,3.89,57,8,百洋股份,9.97
12,乳业,BK0892,1080.82,31.67,3.02,429787664000,3.32,30,1,金健米业,9.97
13,昨日高换手,BK1632,513.57,15.04,3.02,591545824000,23.68,47,24,竞业达,9.98
14,供销社概念,BK1109,1110.34,31.17,2.89,230262651000,3.34,18,3,供销大集,9.93
15,影视概念,BK0847,960.51,26.76,2.87,542959216000,5.13,53,8,欢瑞世纪,10.0
16,土地流转,BK0632,1812.7,50.17,2.85,416231264000,3.34,41,4,福建金森,9.97
17,社区团购,BK0965,873.17,23.66,2.79,500591824000,3.7,31,6,供销大集,9.93
18,生态农业,BK0669,1508.78,40.46,2.76,350315360000,3.15,40,4,京粮控股,9.94
19,Web3.0,BK1110,1734.35,46.47,2.75,479158592000,7.31,42,7,遥望科技,10.07
20,毛发医疗,BK0996,1018.99,26.98,2.72,124717412000,3.44,15,2,澳洋健康,9.98
21,草甘膦,BK0950,1729.88,44.75,2.66,182803094000,3.13,12,1,国投丰乐,10.02
22,数字货币,BK0883,1770.03,44.79,2.6,955808736000,3.35,75,7,恒宝股份,10.04
23,短剧互动游戏,BK1151,1241.39,31.34,2.59,623151776000,6.39,32,10,欢瑞世纪,10.0
24,地摊经济,BK0924,1913.76,48.08,2.58,418722800000,1.93,28,2,百洋股份,9.97
25,跨境支付,BK1071,1566.85,39.35,2.58,14050469120000,0.45,61,5,翠微股份,10.01
26,快手概念,BK0972,1551.59,38.67,2.56,312067504000,9.91,28,5,遥望科技,10.07
27,乡村振兴,BK0834,1616.59,40.33,2.56,3223110896000,3.54,128,19,百洋股份,9.97
28,SPD概念,BK1147,1006.58,24.74,2.52,147573280000,2.14,14,0,开开实业,10.02
29,零售概念,BK1655,856.53,20.78,2.49,3113470528000,1.48,55,5,百洋股份,9.97
30,超跌股,BK1671,733.38,17.44,2.44,1018209728000,2.76,137,29,恒宝股份,10.04
31,农药兽药,BK0730,1252.88,29.63,2.42,317905168000,2.76,46,3,绿亨科技,21.7
32,文娱消费,BK1654,872.76,20.35,2.39,1050646272000,5.0,78,12,欢瑞世纪,10.0
33,免税概念,BK0927,1154.49,26.6,2.36,617087392000,1.21,16,1,珠免集团,5.9
34,谷子经济,BK1183,1042.58,23.99,2.36,592643968000,5.41,65,13,欢瑞世纪,10.0
35,小红书概念,BK1187,1214.17,27.67,2.33,836779616000,7.13,62,12,中广天择,10.0
36,新零售,BK0825,1005.37,22.81,2.32,2231426944000,2.74,130,20,京粮控股,9.94
37,AI语料,BK1172,1064.2,24.18,2.32,464357008000,7.79,29,7,中广天择,10.0
38,知识产权,BK0839,2087.73,46.77,2.29,349153696000,6.55,32,11,中广天择,10.0
39,网红经济,BK0940,744.35,16.53,2.27,1247673936000,4.72,113,20,中广天择,10.0
40,内贸流通,BK1001,1285.0,28.36,2.26,1313480592000,2.51,136,22,国芳集团,10.03
41,酿酒概念,BK0477,39992.58,862.51,2.2,2650722880000,1.22,34,2,古井贡酒,10.0
42,蚂蚁金服概念,BK0937,747.88,15.9,2.17,5670620672000,1.15,52,7,金正大,9.95
43,拼多多概念,BK0957,1624.55,34.52,2.17,190691104000,3.94,22,5,爱丽家居,10.01
44,数字阅读,BK0959,1564.71,32.89,2.15,177839084000,3.52,16,3,掌阅科技,10.0
45,白酒,BK0896,1910.63,39.99,2.14,2668854704000,1.53,40,4,古井贡酒,10.0
46,智谱AI概念,BK1182,1154.77,24.1,2.13,656811136000,6.46,22,12,常山北明,9.98
47,彩票概念,BK0671,2657.24,55.16,2.12,157845402000,2.3,17,2,粤 传 媒,9.99
48,区块链,BK0830,1099.01,21.83,2.03,9568791296000,1.57,190,39,中广天择,10.0
49,海南自贸,BK1193,965.72,19.14,2.02,1313102144000,1.74,74,11,京粮控股,9.94
50,电子车牌,BK0982,1294.23,25.4,2.0,132856084000,2.83,16,1,雄帝科技,6.15
51,AIGC概念,BK1111,2025.64,39.63,2.0,2117112944000,6.5,95,29,欢瑞世纪,10.0
52,AI应用,BK1629,777.47,15.07,1.98,4025928144000,4.4,207,56,竞业达,9.98
53,数据确权,BK1118,1406.56,27.11,1.97,292955616000,6.83,32,6,中广天择,10.0
54,首发经济,BK1186,1028.57,19.74,1.96,310549808000,3.38,33,8,遥望科技,10.07
55,题材股,BK1717,1424.59,27.23,1.95,1797898496000,14.31,33,29,海鸥住工,10.03
56,移动支付,BK0556,12331.82,236.21,1.95,3150509344000,2.58,55,13,恒宝股份,10.04
57,电子身份证,BK1075,1119.55,21.29,1.94,288718816000,4.47,32,6,恒宝股份,10.04
58,旅游酒店,BK0485,14912.89,281.86,1.93,313337680000,3.19,35,3,西安饮食,10.0
59,化妆品概念,BK0974,1156.92,21.86,1.93,587962000000,2.36,54,9,百洋股份,9.97
60,在线教育,BK0662,2051.08,38.45,1.91,1377293600000,4.69,87,22,竞业达,9.98
61,阿兹海默,BK0894,1956.28,36.44,1.9,241754532000,5.5,16,5,吉华集团,10.0
62,DRG/DIP,BK1054,918.12,17.08,1.9,126136509000,2.3,16,2,国新健康,5.28
63,味蕾经济,BK1653,911.82,16.93,1.89,3466945280000,1.93,77,11,古井贡酒,10.0
64,智慧政务,BK0886,1407.36,25.99,1.88,646587664000,3.38,73,15,楚天龙,10.0
65,虚拟数字人,BK1055,1286.32,23.7,1.88,3285731584000,6.06,68,17,芒果超媒,20.02
66,中药概念,BK0615,2251.31,41.29,1.87,1780207664000,3.37,120,23,澳洋健康,9.98
67,调味品概念,BK1026,1009.33,18.4,1.86,643415264000,2.46,28,4,京粮控股,9.94
68,鸿蒙概念,BK0953,1509.81,27.39,1.85,2437816480000,4.0,103,28,立达信,9.97
69,旅游概念,BK0692,1556.81,28.0,1.83,549535360000,3.02,54,7,中广天择,10.0
70,沪企改革,BK0672,2526.37,45.52,1.83,807976608000,1.14,37,2,开开实业,10.02
71,最近多板,BK1638,2375.45,42.55,1.82,1743590544000,13.11,94,67,欢瑞世纪,10.0
72,时空大数据,BK1130,1402.29,25.05,1.82,279703472000,3.6,21,7,华胜天成,9.97
73,长寿药,BK0936,1103.25,19.39,1.79,146067107000,2.93,13,2,美邦科技,7.92
74,互联网医疗,BK0837,982.24,17.15,1.78,4666570752000,2.05,86,13,瑞康医药,10.06
75,代糖概念,BK0938,1130.66,19.71,1.77,168441666000,4.62,10,6,佳禾食品,10.05
76,互联网金融,BK0637,5194.86,89.5,1.75,21810264064000,0.76,162,23,恒宝股份,10.04
77,化债(AMC)概念,BK0980,1106.67,18.94,1.74,980635424000,1.71,50,7,香溢融通,10.01
78,新消费,BK1652,894.8,15.29,1.74,734734416000,2.73,68,11,澳洋健康,9.98
79,独家药品,BK0676,2440.85,41.73,1.74,666399616000,1.9,41,2,小方制药,10.0
80,数字经济,BK1061,1264.57,21.46,1.73,2000887600000,3.84,151,37,恒宝股份,10.04
81,百度概念,BK0845,1683.69,28.68,1.73,3239740064000,4.18,117,29,竞业达,9.98
82,数字水印,BK1129,989.15,16.76,1.72,99908178000,4.87,15,3,数码视讯,9.58
83,特色药,BK1656,907.38,15.21,1.7,572987488000,1.75,37,3,小方制药,10.0
84,财税数字化,BK1176,1636.94,26.7,1.66,436140240000,3.55,35,6,汉鑫科技,5.62
85,精准医疗,BK0806,1058.25,17.24,1.66,533144016000,2.69,35,8,澳洋健康,9.98
86,猪肉概念,BK0882,1241.3,20.18,1.65,779142752000,2.62,33,6,大北农,7.62
87,多模态AI,BK1153,1254.91,20.26,1.64,1155052992000,5.35,48,25,竞业达,9.98
88,华为欧拉,BK1013,1171.6,18.76,1.63,227083691000,4.23,15,3,艾融软件,6.36
89,ETC,BK0875,1775.59,28.5,1.63,368734864000,2.76,35,8,恒宝股份,10.04
90,AI智能体,BK0809,1180.57,18.84,1.62,2337189776000,4.29,131,34,翠微股份,10.01
