排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,昨日打二板以上表现,BK1645,6989.54,636.5,10.02,5383728000,15.17,1,0,恒尚节能,10.02
2,特色药,BK1656,887.16,24.58,2.85,573782576000,3.28,34,5,立方制药,9.98
3,独家药品,BK0676,2350.54,53.09,2.31,656080768000,2.68,35,7,立方制药,9.98
4,昨日连板_含一字,BK1051,28614.21,580.4,2.07,118599699000,9.49,5,5,国华退,10.87
5,昨日连板,BK0816,19473.36,362.01,1.89,55280757000,11.26,4,4,国华退,10.87
6,肝素概念,BK0944,838.92,10.48,1.27,188499176000,3.36,10,2,红日药业,5.99
7,肝炎概念,BK1078,1297.56,14.56,1.13,588569888000,4.74,33,23,立方制药,9.98
8,中药概念,BK0615,2056.27,22.21,1.09,1800926928000,2.99,88,53,立方制药,9.98
9,青蒿素,BK0872,1920.02,11.64,0.61,306969664000,2.36,7,4,昆药集团,6.04
10,红利破净股,BK1636,988.4,6.01,0.61,14244075520000,0.34,31,16,渝农商行,4.6
11,红利股,BK1641,930.71,1.82,0.2,18704812800000,0.35,58,40,华润江中,4.97
12,权重股,BK1662,1039.58,1.9,0.18,40714281472000,0.36,31,18,沐曦股份-U,6.98
13,流感,BK0906,1538.91,2.17,0.14,1356576368000,3.06,67,54,哈药股份,10.09
14,SPD概念,BK1147,881.71,1.01,0.11,140147142000,2.49,6,8,红日药业,5.99
15,长寿药,BK0936,1047.47,1.05,0.1,146287521000,4.43,8,7,众生药业,6.97
16,维生素,BK0895,1797.93,-1.17,-0.07,458639088000,2.7,18,15,新赣江,8.14
17,价值股,BK1640,894.98,-0.75,-0.08,9314618112000,0.69,49,48,华新建材,9.83
18,减肥药,BK1146,1230.19,-1.14,-0.09,986476224000,3.35,15,22,万邦医药,20.01
19,单抗概念,BK0870,1643.82,-2.13,-0.13,1676619600000,2.83,21,26,康辰药业,7.74
20,毛发医疗,BK0996,904.79,-1.36,-0.15,112812702000,2.86,9,9,九芝堂,10.05
21,金融地产风格,BK1714,1017.29,-2.17,-0.21,21762165504000,0.5,42,53,苏州银行,6.15
22,超级品牌,BK0811,2034.41,-5.95,-0.29,6905311232000,0.97,17,15,安孚科技,6.44
23,阿兹海默,BK0894,1820.46,-5.43,-0.3,238612935000,3.89,10,10,广誉远,5.76
24,创新药,BK1106,1406.11,-4.53,-0.32,3719839040000,3.14,84,94,立方制药,9.98
25,鸡肉概念,BK0887,688.67,-3.08,-0.45,316472784000,1.53,6,14,仙坛股份,6.58
26,病原体防治,BK1657,886.41,-4.49,-0.5,1604381472000,3.36,72,93,立方制药,9.98
27,低碳冶金,BK0979,861.19,-4.43,-0.51,238519466000,0.58,3,4,首钢股份,2.06
28,病毒防治,BK0675,2490.78,-14.33,-0.57,1190232272000,2.95,47,60,上海凯宝,15.81
29,大盘价值,BK1666,893.25,-5.14,-0.57,29962350592000,0.59,48,61,宏桥控股,10.03
30,氦气概念,BK0949,3435.4,-20.51,-0.59,386733312000,8.35,8,9,水发燃气,10.04
31,长期破净,BK1635,865.84,-6.33,-0.73,14551749888000,0.61,83,100,宏桥控股,10.03
32,中特估,BK1139,1143.48,-8.48,-0.74,24525845504000,0.41,36,43,华锦股份,5.17
33,猪肉概念,BK0882,1108.75,-9.18,-0.82,708222288000,2.16,12,23,ST龙大,8.86
34,科创板做市商,BK1107,1438.51,-12.05,-0.83,1943613696000,0.76,2,11,中国银河,0.62
35,幽门螺杆菌概念,BK1056,914.09,-7.77,-0.84,437607312000,3.17,19,30,新天地,10.84
36,CRO,BK0899,1884.55,-16.14,-0.85,866906784000,4.16,10,28,万邦医药,20.01
37,医药医疗风格,BK1712,1051.63,-9.08,-0.86,4307498240000,2.05,47,50,片仔癀,7.29
38,调味品概念,BK1026,891.93,-8.13,-0.9,601440064000,1.91,13,20,梅花生物,2.98
39,破净股,BK1112,1319.12,-12.16,-0.91,23576088576000,0.65,166,310,国华退,10.87
40,生物疫苗,BK0548,24533.68,-232.88,-0.94,932710784000,2.24,29,40,双鹭药业,5.33
41,粮食概念,BK1086,627.86,-6.34,-1.0,185677418000,1.72,8,20,金健米业,2.57
42,央视50_,BK0610,2384.22,-25.03,-1.04,16309692160000,0.51,25,22,双鹭药业,5.33
43,券商概念,BK0711,1060.19,-11.41,-1.06,3900876848000,1.14,8,42,XD中泰证,5.71
44,酿酒概念,BK0477,36164.98,-392.84,-1.07,2489920304000,1.06,9,27,*ST西发,4.86
45,免疫治疗,BK0698,1430.2,-16.22,-1.12,511688240000,2.74,15,28,九芝堂,10.05
46,B股,BK0636,856.31,-9.8,-1.13,664633152000,0.17,9,64,海科B,3.67
47,证金持股,BK0718,1305.87,-15.16,-1.15,31652312576000,0.56,65,114,片仔癀,7.29
48,啤酒概念,BK1073,1039.32,-12.9,-1.23,220930614000,1.72,7,12,*ST西发,4.86
49,第四代半导体,BK1121,2623.17,-34.33,-1.29,124473910000,2.34,1,3,东微半导,4.82
50,味蕾经济,BK1653,809.14,-10.82,-1.32,3262073792000,1.71,30,60,ST龙大,8.86
51,工业大麻,BK0856,1755.13,-23.43,-1.32,378728448000,2.93,14,21,诚志股份,5.83
52,沪企改革,BK0672,2227.77,-31.62,-1.4,765085968000,0.83,11,28,华建集团,10.04
53,上证50_,BK0611,2052.96,-29.13,-1.4,27821569792000,0.4,20,28,中国石油,4.21
54,滨海新区,BK0566,9943.41,-142.93,-1.42,207563608000,3.44,6,14,津药药业,8.78
55,人造肉,BK0866,1203.03,-17.69,-1.45,186693030000,5.02,6,12,祖名股份,10.02
56,乳业,BK0892,894.77,-13.57,-1.49,382257104000,1.65,9,22,妙可蓝多,3.2
57,辅助生殖,BK0939,1006.25,-15.28,-1.5,525523136000,3.33,19,35,津药药业,8.78
58,社区团购,BK0965,742.19,-11.4,-1.51,447905056000,2.13,9,29,祖名股份,10.02
59,精准医疗,BK0806,962.5,-14.97,-1.53,519124304000,2.73,15,28,诚迈科技,5.73
60,创新医疗服务,BK1658,867.02,-13.65,-1.55,1426111024000,2.79,16,60,九芝堂,10.05
61,中盘价值,BK1670,893.78,-14.03,-1.55,4994747904000,1.39,51,101,九丰能源,10.01
62,上证180_,BK0612,1687.06,-27.08,-1.58,48848181760000,0.56,64,112,片仔癀,7.29
63,茅指数,BK0999,687.9,-11.06,-1.58,13305577984000,1.27,11,30,片仔癀,7.29
64,天然气,BK0843,1602.78,-26.03,-1.6,5344167936000,1.06,44,84,水发燃气,10.04
65,资源开采概念,BK1017,1479.61,-24.04,-1.6,302047632000,2.12,7,14,通源石油,7.0
66,白酒,BK0896,1735.5,-28.49,-1.62,2530531952000,1.47,10,33,广誉远,5.76
67,代糖概念,BK0938,970.93,-16.01,-1.62,152717615000,1.65,5,10,金禾实业,2.55
68,净水概念,BK1068,1159.49,-19.25,-1.63,1098204928000,1.35,4,16,沃顿科技,10.04
69,GDR,BK0868,968.42,-16.46,-1.67,1470397184000,1.11,3,8,国投电力,1.82
70,医美概念,BK0889,1658.28,-28.31,-1.68,1151590384000,4.63,26,49,太极集团,8.2
71,化妆品概念,BK0974,1059.6,-18.27,-1.7,552630736000,2.41,17,45,联环药业,10.01
72,预制菜概念,BK1025,944.42,-17.02,-1.77,551159104000,2.24,16,49,ST龙大,8.86
73,CAR-T细胞疗法,BK0986,1101.4,-20.31,-1.81,662493120000,3.97,7,17,益诺思,7.9
74,合成生物,BK1174,1194.52,-22.0,-1.81,1363940288000,3.05,37,80,新天地,10.84
75,HS300_,BK0500,11819.43,-226.95,-1.88,67338129920000,0.83,90,205,片仔癀,7.29
76,行业龙头,BK1661,906.84,-17.6,-1.9,29767517440000,0.97,34,61,四川长虹,8.05
77,重组蛋白,BK1063,912.53,-17.66,-1.9,237449095000,3.2,4,15,凯因科技,2.63
78,煤化工概念,BK0492,10069.67,-194.56,-1.9,2671686976000,1.5,22,53,九丰能源,10.01
79,IPO受益,BK0697,2950.08,-58.43,-1.94,2181314592000,1.35,17,38,灵康药业,10.03
80,小盘价值,BK1668,868.87,-17.43,-1.97,4577715200000,1.75,111,217,华润江中,4.97
81,钒电池,BK1095,1223.41,-24.56,-1.97,501160832000,1.85,4,17,四川长虹,8.05
82,消费风格,BK1711,915.49,-18.8,-2.01,6399431168000,1.56,30,70,四川长虹,8.05
83,基因测序,BK0693,1674.16,-34.3,-2.01,393916768000,4.49,13,28,双鹭药业,5.33
84,AH股,BK0499,8927.13,-184.22,-2.02,43080654592000,0.59,64,132,华新建材,9.83
85,参股保险,BK0604,2404.5,-49.52,-2.02,6009476608000,0.64,20,54,华新建材,9.83
86,互联医疗,BK0837,900.93,-18.69,-2.03,4078789408000,2.66,31,65,九芝堂,10.05
87,参股券商,BK0514,12997.43,-269.44,-2.03,3470806000000,1.24,29,98,陇神戎发,20.0
88,油气资源,BK1649,768.97,-16.18,-2.06,5599689472000,1.09,48,107,水发燃气,10.04
89,农药兽药,BK0730,1098.52,-23.37,-2.08,274186192000,2.19,12,33,泰禾股份,2.54
90,草甘膦,BK0950,1520.52,-32.26,-2.08,166346165000,1.97,5,8,诺 普 信,2.04
91,华为欧拉,BK1013,1063.51,-22.71,-2.09,192782995000,5.05,3,12,中国软件,9.99
92,中字头,BK0505,8262.83,-177.93,-2.11,15198305024000,0.58,26,74,中国软件,9.99
93,互联网金融,BK0637,4674.41,-100.55,-2.11,20189517056000,0.67,54,135,苏州银行,6.15
94,新消费,BK1652,808.12,-17.79,-2.15,698694400000,2.71,20,62,特一药业,6.38
95,宠物经济,BK0993,776.05,-17.3,-2.18,354787312000,2.33,15,54,美诺华,6.87
96,REITs概念,BK0992,692.21,-15.58,-2.2,602876128000,1.12,5,18,现代投资,1.39
97,内贸流通,BK1001,1127.82,-25.49,-2.21,1220861200000,1.84,37,122,立方制药,9.98
98,东北振兴,BK0838,1069.21,-24.19,-2.21,619298320000,2.12,14,41,哈药股份,10.09
99,供销社概念,BK1109,916.31,-21.12,-2.25,114550909000,1.72,2,12,永新股份,1.97
100,大盘股,BK1663,981.81,-22.72,-2.26,72027361280000,0.86,90,205,宏桥控股,10.03
101,新零售,BK0825,876.12,-20.38,-2.27,2143162576000,3.05,32,119,祖名股份,10.02
102,标准普尔,BK0879,1607.5,-37.49,-2.28,62533051136000,1.31,289,736,哈药股份,10.09
103,转基因,BK0907,1211.17,-28.65,-2.31,119814949000,2.66,3,13,天康生物,2.48
104,精准诊断,BK1659,834.31,-19.72,-2.31,696554672000,1.94,17,43,英诺特,2.35
105,快递概念,BK0990,1028.34,-24.38,-2.32,567957760000,1.55,13,28,方大新材,4.12
106,冷链物流,BK0852,1904.99,-45.36,-2.33,1571312160000,2.01,29,84,立方制药,9.98
107,体外诊断概念,BK0841,1214.65,-28.99,-2.33,729306384000,2.12,17,51,金域医学,4.87
108,土地流转,BK0632,1514.43,-36.8,-2.37,362302368000,2.3,9,34,太极集团,8.2
109,参股期货,BK0524,29095.8,-705.36,-2.37,2871917984000,1.2,9,35,*ST尼雅,1.85
110,上海自贸,BK0643,3103.65,-77.62,-2.44,922826848000,0.77,6,28,浦东金桥,2.44
111,昨日涨停_含一字,BK1050,87193.97,-2191.34,-2.45,1397787296000,8.24,28,65,国华退,10.87
112,上证380,BK0705,2832.82,-71.08,-2.45,12677734912000,1.77,112,261,九丰能源,10.01
113,婴童概念,BK0664,1508.48,-38.01,-2.46,1120578912000,2.38,32,122,方盛制药,5.27
114,页岩气,BK0603,2462.41,-62.69,-2.48,2803419104000,0.67,6,25,山东墨龙,7.55
115,化债(AMC)概念,BK0980,972.65,-24.98,-2.5,902851408000,1.45,11,44,亿利达,3.38
116,农业种植,BK0888,2045.18,-52.52,-2.5,660950544000,2.05,15,68,丰林集团,4.93
117,跨境支付,BK1071,1361.76,-35.0,-2.51,12812226816000,0.39,16,46,四川长虹,8.05
118,低价股,BK1053,983.26,-25.41,-2.52,2032061952000,1.64,38,205,国华退,10.87
119,超超临界发电,BK1087,1383.04,-36.12,-2.55,1177837488000,1.24,11,37,争光股份,11.42
120,医废处理,BK0914,1145.96,-30.02,-2.55,193998165000,1.84,7,25,华骐环保,9.44
121,养老概念,BK0653,2415.51,-63.52,-2.56,2553662080000,1.98,24,103,哈药股份,10.09
122,参股银行,BK0525,10923.91,-287.42,-2.56,11123918080000,1.14,63,163,亚泰集团,10.0
123,可燃冰,BK0818,1384.04,-36.61,-2.58,199561876000,1.21,2,6,中海油服,0.8
124,百日新高,BK1676,1395.09,-36.99,-2.58,821711328000,13.07,7,20,恒尚节能,10.02
125,PLC概念,BK1119,1570.9,-41.71,-2.59,366713264000,2.17,2,8,睿能科技,10.02
126,AB股,BK0498,10231.97,-272.61,-2.6,1236207568000,2.78,11,58,招商港口,3.6
127,深证100R,BK0743,1293.46,-34.62,-2.61,17850889216000,2.27,20,79,华大九天,6.61
128,生态农业,BK0669,1306.5,-35.02,-2.61,246055368000,2.1,6,33,仙坛股份,6.58
129,零售概念,BK1655,771.43,-20.69,-2.61,2881341280000,1.24,8,54,安孚科技,6.44
130,昨日涨停,BK0815,119358.11,-3254.25,-2.65,1378053968000,8.24,26,64,国华退,10.87
131,AI制药（医疗）,BK1170,1222.78,-33.45,-2.66,631760400000,3.28,12,46,海正药业,5.2
132,生物质能发电,BK1098,992.07,-27.17,-2.67,224619109000,2.14,7,22,三峰环境,4.1
133,退税商店,BK0933,1057.39,-29.14,-2.68,123418571000,1.23,1,11,百联股份,0.92
134,租售同权,BK0822,582.77,-16.07,-2.68,275807312000,1.46,0,16,*ST皇庭,0.0
135,反内卷概念,BK1197,937.02,-26.23,-2.72,4701246976000,1.42,34,122,亚泰集团,10.0
136,近期新高,BK1674,1371.06,-38.54,-2.73,801813632000,14.51,8,21,恒尚节能,10.02
137,统一大市场,BK1077,1149.22,-32.23,-2.73,372954960000,1.54,7,36,中国外运,1.51
138,MSCI中国,BK0821,1447.27,-40.78,-2.74,80138633216000,1.17,140,422,宏桥控股,10.03
139,富时罗素,BK0867,1690.3,-47.93,-2.76,71455023104000,1.46,328,928,九芝堂,10.05
140,周期股,BK1639,883.19,-25.34,-2.79,22819584256000,1.25,22,76,思源电气,5.12
141,2026中报预减,BK1752,972.0,-28.0,-2.8,282676224000,1.87,5,19,梅花生物,2.98
142,电商概念,BK0665,2018.49,-59.32,-2.85,5304425216000,2.06,65,275,立方制药,9.98
143,EDA概念,BK0946,1665.68,-49.06,-2.86,282722224000,2.99,4,8,概伦电子,10.07
144,国资云概念,BK1008,1457.3,-43.17,-2.88,466745824000,3.33,4,16,浪潮软件,6.76
145,ST股,BK0511,6025.88,-179.43,-2.89,762452384000,2.1,36,168,ST龙大,8.86
146,蚂蚁概念,BK0937,670.11,-20.08,-2.91,5483390208000,0.79,12,48,宁德时代,2.95
147,破增发价股,BK1673,858.89,-25.88,-2.93,11052427520000,1.64,150,679,国华退,10.87
148,绿色电力,BK1024,1168.72,-35.48,-2.95,6013037312000,1.6,36,134,九丰能源,10.01
149,水产概念,BK0967,767.39,-23.31,-2.95,177545164000,1.86,0,16,大北农,-0.33
150,免税概念,BK0927,1049.23,-32.02,-2.96,588531408000,0.82,2,16,上港集团,0.79
151,医疗器械概念,BK0668,3980.83,-121.98,-2.97,4918494464000,2.99,72,260,亚泰集团,10.0
152,海南自贸,BK1193,868.24,-26.63,-2.98,1179570160000,1.92,14,70,亚泰集团,10.0
153,宁组合,BK1000,625.12,-19.27,-2.99,5161462784000,2.18,1,23,宁德时代,2.95
154,央国企改革,BK0683,4467.34,-137.74,-2.99,50127785984000,1.29,293,1123,贵绳股份,10.05
155,旅游酒店,BK0485,12801.67,-396.54,-3.0,281977248000,1.83,0,39,黄山Ｂ股,-0.15
156,东方财富热股,BK1637,2688.28,-84.76,-3.06,9646334976000,7.91,30,69,贵绳股份,10.05
157,环氧丙烷,BK1011,647.78,-20.57,-3.08,563998640000,2.14,3,20,肯特催化,10.0
158,举牌,BK0685,2602.86,-83.02,-3.09,56302319000,1.35,2,7,华骐环保,9.44
159,东数西算,BK1064,1789.26,-56.96,-3.09,1803639920000,4.41,14,52,日科化学,20.0
160,乡村振兴,BK0834,1375.05,-44.01,-3.1,1412569344000,2.05,20,126,中国软件,9.99
161,工业气体,BK0981,3078.3,-99.63,-3.14,846092608000,4.0,8,22,九丰能源,10.01
162,昨日首板,BK1630,3682.38,-119.49,-3.14,1252348576000,8.21,21,57,哈药股份,10.09
163,交运设备,BK0429,9352.75,-304.3,-3.15,586687824000,1.0,5,45,春风动力,5.45
164,中证500,BK0701,2500.73,-81.34,-3.15,19240008704000,2.03,111,381,中信重工,9.92
165,长江三角,BK0594,2624.71,-85.24,-3.15,9632811008000,1.97,68,336,立方制药,9.98
166,民爆概念,BK1066,1357.69,-44.46,-3.17,326781040000,1.2,2,20,ST同德,1.16
167,养老金,BK0823,1593.83,-52.83,-3.21,5237321216000,1.84,44,153,宏桥控股,10.03
168,垃圾分类,BK0873,1427.02,-47.51,-3.22,773025424000,1.78,18,78,汉嘉数智,5.37
169,工程建设,BK0425,23963.86,-803.15,-3.24,1314919568000,1.04,12,54,*ST正平,4.62
170,2026中报扭亏,BK1750,889.05,-29.84,-3.25,588274832000,4.21,6,33,润都股份,5.72
171,雅下水电概念,BK1192,1108.79,-37.37,-3.26,1726547920000,1.5,5,49,中信重工,9.92
172,PPP模式,BK0721,708.24,-23.97,-3.27,2033980368000,1.33,25,117,华骐环保,9.44
173,装配建筑,BK0945,964.29,-32.55,-3.27,1163906336000,1.29,13,75,华建集团,10.04
174,跨境电商,BK1115,1334.59,-45.35,-3.29,1433160960000,2.78,19,146,梦百合,10.06
175,参股新三板,BK0600,2774.68,-94.65,-3.3,1506538976000,3.33,20,83,美诺华,6.87
176,最近多板,BK1638,1924.82,-65.86,-3.31,4592206080000,8.47,43,126,国华退,10.87
177,沪股通,BK0707,2439.93,-84.79,-3.36,73983787008000,1.15,366,1250,哈药股份,10.09
178,微盘精选,BK1644,766.37,-26.74,-3.37,99617402000,2.35,2,50,益盛药业,1.8
179,成渝特区,BK0534,19413.97,-677.67,-3.37,1905481472000,1.94,13,70,太极集团,8.2
180,中盘股,BK1664,967.61,-33.89,-3.38,19483223296000,2.18,96,397,中信重工,9.92
181,油气设服,BK0606,1934.42,-67.9,-3.39,1961764096000,2.16,11,39,山东墨龙,7.55
182,包装材料,BK0733,1149.48,-40.36,-3.39,138979772000,2.51,5,23,方大新材,4.12
183,股权转让,BK0803,661.08,-23.24,-3.4,170853959000,2.21,6,34,奇精机械,10.03
184,彩票概念,BK0671,2331.26,-81.93,-3.4,136460889000,1.97,2,17,安妮股份,5.65
185,破发股,BK1672,854.89,-30.25,-3.42,4553319168000,1.94,94,692,哈药股份,10.09
186,DRG/DIP,BK1054,849.7,-30.14,-3.43,119965776000,2.84,0,17,创业慧康,0.0
187,西部大开发,BK0590,3161.16,-112.87,-3.45,12131023360000,2.09,107,492,贵绳股份,10.05
188,粤港自贸,BK0677,2842.78,-101.98,-3.46,980454160000,1.83,15,61,中远海特,9.23
189,一带一路,BK0712,1438.22,-51.73,-3.47,15613732352000,1.1,82,424,水发燃气,10.04
190,碳交易,BK0966,1700.28,-61.29,-3.48,2560152400000,1.28,20,118,凯美特气,9.63
191,锂矿概念,BK1173,1787.88,-64.7,-3.49,3668062064000,2.21,5,32,东阳光,2.96
192,地摊经济,BK0924,1710.05,-62.04,-3.5,388138384000,2.08,1,29,隆鑫通用,2.11
193,创投,BK0506,16486.54,-605.84,-3.54,5639138304000,2.56,52,239,天壕能源,8.35
